SrcEntity	TgtEntity	Score
http://snomed.info/id/93783009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3558	1.0
http://snomed.info/id/41529000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3517	1.0
http://snomed.info/id/302833002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3308	1.0
http://snomed.info/id/57606003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4722	1.0
http://snomed.info/id/31296004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66751	1.0
http://snomed.info/id/363505006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9316	1.0
http://snomed.info/id/70600005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26956	1.0
http://snomed.info/id/73506006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C121799	1.0
http://snomed.info/id/126998003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4364	1.0
http://snomed.info/id/399068003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7378	1.0
http://snomed.info/id/363385007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9318	1.0
http://snomed.info/id/83950009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4090	1.0
http://snomed.info/id/400173004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27255	1.0
http://snomed.info/id/188729005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3184	1.0
http://snomed.info/id/719052006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C162652	1.0
http://snomed.info/id/126713003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3200	1.0
http://snomed.info/id/16566002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4274	1.0
http://snomed.info/id/789004008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3879	1.0
http://snomed.info/id/2221008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4072	1.0
http://snomed.info/id/28655007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6505	1.0
http://snomed.info/id/372105009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5973	1.0
http://snomed.info/id/55320002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9152	1.0
http://snomed.info/id/54292009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2860	1.0
http://snomed.info/id/62064005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4456	1.0
http://snomed.info/id/404068003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6507	1.0
http://snomed.info/id/49043004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54317	1.0
http://snomed.info/id/235967003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4374	1.0
http://snomed.info/id/134152008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27182	1.0
http://snomed.info/id/81143000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7567	1.0
http://snomed.info/id/372142002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3850	1.0
http://snomed.info/id/4079000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3772	1.0
http://snomed.info/id/450959001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9496	1.0
http://snomed.info/id/68956006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2917	1.0
http://snomed.info/id/255028004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8054	1.0
http://snomed.info/id/92027006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4880	1.0
http://snomed.info/id/733892008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27516	1.0
http://snomed.info/id/312935003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C39783	1.0
http://snomed.info/id/128829008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82403	1.0
http://snomed.info/id/128632008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65151	1.0
http://snomed.info/id/278060005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6813	1.0
http://snomed.info/id/782827000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3714	1.0
http://snomed.info/id/372149006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C156475	1.0
http://snomed.info/id/126955002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C5567	1.0
http://snomed.info/id/56565002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3737	1.0
http://snomed.info/id/414166008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4684	1.0
http://snomed.info/id/94186002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7650	1.0
http://snomed.info/id/47014000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3972	1.0
http://snomed.info/id/402877008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3358	1.0
http://snomed.info/id/985004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C6969	1.0
http://snomed.info/id/733917002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80297	1.0
http://snomed.info/id/423816008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C8917	1.0
http://snomed.info/id/397351004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7183	1.0
http://snomed.info/id/255035007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C9325	1.0
