SrcEntity	TgtEntity	Score
http://snomed.info/id/409135005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66318	1.0
http://snomed.info/id/412467007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29362	1.0
http://snomed.info/id/54544005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71632	1.0
http://snomed.info/id/789166006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104748	1.0
http://snomed.info/id/781354007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C99225	1.0
http://snomed.info/id/411182008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77039	1.0
http://snomed.info/id/387334008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66240	1.0
http://snomed.info/id/720017007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38709	1.0
http://snomed.info/id/763594007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C125392	1.0
http://snomed.info/id/50580004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C152469	1.0
http://snomed.info/id/412412006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61789	1.0
http://snomed.info/id/1148709002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104413	1.0
http://snomed.info/id/37078005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84020	1.0
http://snomed.info/id/86647004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28875	1.0
http://snomed.info/id/440561000124100	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2678	1.0
http://snomed.info/id/386970006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47538	1.0
http://snomed.info/id/372709008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28809	1.0
http://snomed.info/id/3066001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66605	1.0
http://snomed.info/id/78449007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87674	1.0
http://snomed.info/id/395952003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47787	1.0
http://snomed.info/id/712713006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68473	1.0
http://snomed.info/id/420804003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C81691	1.0
http://snomed.info/id/29301006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29133	1.0
http://snomed.info/id/442790008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174653	1.0
http://snomed.info/id/717107003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73291	1.0
http://snomed.info/id/387077001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47494	1.0
http://snomed.info/id/395964006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C83661	1.0
http://snomed.info/id/412215005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78059	1.0
http://snomed.info/id/134529000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65224	1.0
http://snomed.info/id/412524002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48026	1.0
http://snomed.info/id/349897000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47795	1.0
http://snomed.info/id/386913001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62050	1.0
http://snomed.info/id/373725008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77368	1.0
http://snomed.info/id/768496009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87361	1.0
http://snomed.info/id/422027004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2180	1.0
http://snomed.info/id/3378009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29116	1.0
http://snomed.info/id/1145127006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C169820	1.0
http://snomed.info/id/395884009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174747	1.0
http://snomed.info/id/763592006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96796	1.0
http://snomed.info/id/421796008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82250	1.0
http://snomed.info/id/422170002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76261	1.0
http://snomed.info/id/55944008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C90757	1.0
http://snomed.info/id/56123002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61841	1.0
http://snomed.info/id/329906008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73068	1.0
http://snomed.info/id/423311006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171932	1.0
http://snomed.info/id/418538001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1704	1.0
http://snomed.info/id/350307000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C83548	1.0
http://snomed.info/id/424614001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77054	1.0
http://snomed.info/id/774112005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C171907	1.0
http://snomed.info/id/372490001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1278	1.0
http://snomed.info/id/704673003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C170038	1.0
http://snomed.info/id/715256005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97940	1.0
http://snomed.info/id/68887009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C642	1.0
http://snomed.info/id/53577004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80789	1.0
http://snomed.info/id/96191003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87357	1.0
http://snomed.info/id/116511002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47643	1.0
http://snomed.info/id/412259001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66253	1.0
http://snomed.info/id/386938006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C985	1.0
http://snomed.info/id/50627005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63578	1.0
http://snomed.info/id/713461008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84191	1.0
http://snomed.info/id/395951005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76517	1.0
http://snomed.info/id/713440001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C152597	1.0
http://snomed.info/id/96162001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C81445	1.0
http://snomed.info/id/31692006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C731	1.0
http://snomed.info/id/108846000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61743	1.0
http://snomed.info/id/412102008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142968	1.0
http://snomed.info/id/75203002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66181	1.0
http://snomed.info/id/54172006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47605	1.0
http://snomed.info/id/108570006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47542	1.0
http://snomed.info/id/386926002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29151	1.0
http://snomed.info/id/386969005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61932	1.0
http://snomed.info/id/125695009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29158	1.0
http://snomed.info/id/387147005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29048	1.0
http://snomed.info/id/427940003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C81091	1.0
http://snomed.info/id/111140007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C81642	1.0
http://snomed.info/id/109203000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62088	1.0
http://snomed.info/id/830244003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C174837	1.0
http://snomed.info/id/387449001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87674	1.0
http://snomed.info/id/412394005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29072	1.0
http://snomed.info/id/51321007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47694	1.0
http://snomed.info/id/96201004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C152954	1.0
http://snomed.info/id/1156222009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1268	1.0
http://snomed.info/id/108860003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29714	1.0
http://snomed.info/id/763514008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C102554	1.0
http://snomed.info/id/700402009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87752	1.0
http://snomed.info/id/420306005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65247	1.0
http://snomed.info/id/427097003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C65240	1.0
http://snomed.info/id/109094008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61932	1.0
http://snomed.info/id/83534009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28948	1.0
http://snomed.info/id/373512003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C905	1.0
