SrcEntity	TgtEntity	Score
http://snomed.info/id/386922000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C192	1.0
http://snomed.info/id/108821000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C192	1.0
http://snomed.info/id/373489001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61634	1.0
http://snomed.info/id/80994002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76777	1.0
http://snomed.info/id/413355004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76777	1.0
http://snomed.info/id/386029006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61773	1.0
http://snomed.info/id/259470008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61773	1.0
http://snomed.info/id/395904008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47756	1.0
http://snomed.info/id/360246003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47391	1.0
http://snomed.info/id/59882007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47391	1.0
http://snomed.info/id/1039008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C195	1.0
http://snomed.info/id/386835005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C195	1.0
http://snomed.info/id/372815001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61525	1.0
http://snomed.info/id/68088000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61525	1.0
http://snomed.info/id/79356008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75152	1.0
http://snomed.info/id/387457003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75152	1.0
http://snomed.info/id/96218000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77568	1.0
http://snomed.info/id/412076009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76652	1.0
http://snomed.info/id/90332006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C198	1.0
http://snomed.info/id/387517004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C198	1.0
http://snomed.info/id/50507004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76696	1.0
http://snomed.info/id/54526002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94719	1.0
http://snomed.info/id/372709008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28809	1.0
http://snomed.info/id/33664007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28809	1.0
http://snomed.info/id/387210001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47380	1.0
http://snomed.info/id/39064002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47380	1.0
http://snomed.info/id/333511003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29807	1.0
http://snomed.info/id/4370008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29807	1.0
http://snomed.info/id/771384007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47792	1.0
http://snomed.info/id/77731008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C200	1.0
http://snomed.info/id/387440002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C200	1.0
http://snomed.info/id/259446009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77375	1.0
http://snomed.info/id/259446009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C83975	1.0
http://snomed.info/id/96296002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75125	1.0
http://snomed.info/id/43360005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C87421	1.0
http://snomed.info/id/32519007	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77524	1.0
http://snomed.info/id/398628008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77524	1.0
http://snomed.info/id/41193000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C205	1.0
http://snomed.info/id/372729009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C205	1.0
http://snomed.info/id/21394008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76456	1.0
