SrcEntity	TgtEntity	Score
http://snomed.info/id/108468004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38149	1.0
http://snomed.info/id/387468003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2198	1.0
http://snomed.info/id/427021006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67413	1.0
http://snomed.info/id/714092005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C277	1.0
http://snomed.info/id/96378009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1892	1.0
http://snomed.info/id/703350008	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C744	1.0
http://snomed.info/id/325238000	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97936	1.0
http://snomed.info/id/69708003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1012	1.0
http://snomed.info/id/732257004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2185	1.0
http://snomed.info/id/387078006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49186	1.0
http://snomed.info/id/2100004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29756	1.0
http://snomed.info/id/79736009	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C514	1.0
http://snomed.info/id/82230005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C93038	1.0
http://snomed.info/id/396063006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29710	1.0
http://snomed.info/id/766972001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C146993	1.0
http://snomed.info/id/412261005	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C281	1.0
http://snomed.info/id/116530002	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29697	1.0
http://snomed.info/id/57376006	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29730	1.0
http://snomed.info/id/82746003	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1012	1.0
http://snomed.info/id/317911001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C78322	1.0
