SrcEntity	TgtEntity	Score
http://omim.org/entry/616794	http://www.orpha.net/ORDO/Orphanet_466784	1.0
http://omim.org/entry/109500	http://www.orpha.net/ORDO/Orphanet_2285	1.0
http://omim.org/entry/608013	http://www.orpha.net/ORDO/Orphanet_85212	1.0
http://omim.org/entry/265150	http://www.orpha.net/ORDO/Orphanet_1208	1.0
http://omim.org/entry/204500	http://www.orpha.net/ORDO/Orphanet_228349	1.0
http://omim.org/entry/615945	http://www.orpha.net/ORDO/Orphanet_363710	1.0
http://omim.org/entry/607684	http://www.orpha.net/ORDO/Orphanet_99939	1.0
http://omim.org/entry/603563	http://www.orpha.net/ORDO/Orphanet_100989	1.0
http://omim.org/entry/174900	http://www.orpha.net/ORDO/Orphanet_2929	1.0
http://omim.org/entry/614588	http://www.orpha.net/ORDO/Orphanet_306734	1.0
http://www.omim.org/phenotypicSeries/PS184255	http://www.orpha.net/ORDO/Orphanet_254	1.0
http://omim.org/entry/601375	http://www.orpha.net/ORDO/Orphanet_1808	1.0
http://omim.org/entry/616586	http://www.orpha.net/ORDO/Orphanet_447760	1.0
http://omim.org/entry/228930	http://www.orpha.net/ORDO/Orphanet_2854	1.0
http://omim.org/entry/609306	http://www.orpha.net/ORDO/Orphanet_101112	1.0
http://omim.org/entry/612016	http://www.orpha.net/ORDO/Orphanet_139485	1.0
http://omim.org/entry/614963	http://www.orpha.net/ORDO/Orphanet_179494	1.0
http://omim.org/entry/601492	http://www.orpha.net/ORDO/Orphanet_67041	1.0
http://omim.org/entry/616050	http://www.orpha.net/ORDO/Orphanet_436166	1.0
http://omim.org/entry/613096	http://www.orpha.net/ORDO/Orphanet_320365	1.0
http://omim.org/entry/607483	http://www.orpha.net/ORDO/Orphanet_65284	1.0
http://omim.org/entry/275220	http://www.orpha.net/ORDO/Orphanet_93322	1.0
http://omim.org/entry/607658	http://www.orpha.net/ORDO/Orphanet_307936	1.0
http://omim.org/entry/251240	http://www.orpha.net/ORDO/Orphanet_3132	1.0
http://omim.org/entry/615863	http://www.orpha.net/ORDO/Orphanet_329242	1.0
http://www.omim.org/phenotypicSeries/PS613135	http://www.orpha.net/ORDO/Orphanet_238455	1.0
http://omim.org/entry/608233	http://www.orpha.net/ORDO/Orphanet_183678	1.0
http://omim.org/entry/614526	http://www.orpha.net/ORDO/Orphanet_261272	1.0
http://www.omim.org/phenotypicSeries/PS133780	http://www.orpha.net/ORDO/Orphanet_891	1.0
http://omim.org/entry/252600	http://www.orpha.net/ORDO/Orphanet_577	1.0
http://omim.org/entry/139600	http://www.orpha.net/ORDO/Orphanet_2220	1.0
http://www.omim.org/phenotypicSeries/PS268310	http://www.orpha.net/ORDO/Orphanet_97360	1.0
http://omim.org/entry/600361	http://www.orpha.net/ORDO/Orphanet_64751	1.0
http://omim.org/entry/248190	http://www.orpha.net/ORDO/Orphanet_2196	1.0
http://omim.org/entry/607543	http://www.orpha.net/ORDO/Orphanet_168552	1.0
http://omim.org/entry/304790	http://www.orpha.net/ORDO/Orphanet_37042	1.0
http://www.omim.org/phenotypicSeries/PS135500	http://www.orpha.net/ORDO/Orphanet_3473	1.0
http://omim.org/entry/241760	http://www.orpha.net/ORDO/Orphanet_2261	1.0
http://omim.org/entry/300400	http://www.orpha.net/ORDO/Orphanet_276	1.0
http://omim.org/entry/243200	http://www.orpha.net/ORDO/Orphanet_238624	1.0
http://www.omim.org/phenotypicSeries/PS277600	http://www.orpha.net/ORDO/Orphanet_3449	1.0
http://omim.org/entry/114000	http://www.orpha.net/ORDO/Orphanet_1310	1.0
http://omim.org/entry/611890	http://www.orpha.net/ORDO/Orphanet_53696	1.0
http://omim.org/entry/143470	http://www.orpha.net/ORDO/Orphanet_79506	1.0
http://omim.org/entry/245340	http://www.orpha.net/ORDO/Orphanet_171690	1.0
http://omim.org/entry/176200	http://www.orpha.net/ORDO/Orphanet_79473	1.0
http://www.omim.org/phenotypicSeries/PS226400	http://www.orpha.net/ORDO/Orphanet_302	1.0
http://omim.org/entry/214950	http://www.orpha.net/ORDO/Orphanet_79095	1.0
http://omim.org/entry/614851	http://www.orpha.net/ORDO/Orphanet_319675	1.0
http://omim.org/entry/128100	http://www.orpha.net/ORDO/Orphanet_256	1.0
http://omim.org/entry/600268	http://www.orpha.net/ORDO/Orphanet_3339	1.0
http://omim.org/entry/309350	http://www.orpha.net/ORDO/Orphanet_2484	1.0
http://omim.org/entry/138800	http://www.orpha.net/ORDO/Orphanet_276399	1.0
http://omim.org/entry/614671	http://www.orpha.net/ORDO/Orphanet_370079	1.0
http://omim.org/entry/243440	http://www.orpha.net/ORDO/Orphanet_2306	1.0
http://omim.org/entry/194190	http://www.orpha.net/ORDO/Orphanet_280	1.0
http://omim.org/entry/615207	http://www.orpha.net/ORDO/Orphanet_357329	1.0
http://omim.org/entry/614172	http://www.orpha.net/ORDO/Orphanet_228423	1.0
http://omim.org/entry/551500	http://www.orpha.net/ORDO/Orphanet_644	1.0
http://omim.org/entry/236792	http://www.orpha.net/ORDO/Orphanet_79314	1.0
http://omim.org/entry/601957	http://www.orpha.net/ORDO/Orphanet_69082	1.0
http://omim.org/entry/245010	http://www.orpha.net/ORDO/Orphanet_2342	1.0
http://omim.org/entry/301310	http://www.orpha.net/ORDO/Orphanet_2802	1.0
http://omim.org/entry/127800	http://www.orpha.net/ORDO/Orphanet_1822	1.0
http://omim.org/entry/617186	http://www.orpha.net/ORDO/Orphanet_555407	1.0
http://omim.org/entry/270300	http://www.orpha.net/ORDO/Orphanet_263553	1.0
http://omim.org/entry/216400	http://www.orpha.net/ORDO/Orphanet_90321	1.0
http://omim.org/entry/245200	http://www.orpha.net/ORDO/Orphanet_487	1.0
http://omim.org/entry/136680	http://www.orpha.net/ORDO/Orphanet_347	1.0
http://omim.org/entry/247200	http://www.orpha.net/ORDO/Orphanet_531	1.0
http://omim.org/entry/251255	http://www.orpha.net/ORDO/Orphanet_313795	1.0
http://omim.org/entry/112800	http://www.orpha.net/ORDO/Orphanet_93394	1.0
http://omim.org/entry/614831	http://www.orpha.net/ORDO/Orphanet_324262	1.0
http://omim.org/entry/254200	http://www.orpha.net/ORDO/Orphanet_589	1.0
http://omim.org/entry/212720	http://www.orpha.net/ORDO/Orphanet_1387	1.0
http://omim.org/entry/600776	http://www.orpha.net/ORDO/Orphanet_1104	1.0
http://omim.org/entry/608611	http://www.orpha.net/ORDO/Orphanet_440706	1.0
http://www.omim.org/phenotypicSeries/PS100300	http://www.orpha.net/ORDO/Orphanet_974	1.0
http://omim.org/entry/207800	http://www.orpha.net/ORDO/Orphanet_90	1.0
http://omim.org/entry/615281	http://www.orpha.net/ORDO/Orphanet_363412	1.0
http://omim.org/entry/151200	http://www.orpha.net/ORDO/Orphanet_2900	1.0
http://omim.org/entry/181270	http://www.orpha.net/ORDO/Orphanet_2036	1.0
http://omim.org/entry/613328	http://www.orpha.net/ORDO/Orphanet_221139	1.0
http://omim.org/entry/277590	http://www.orpha.net/ORDO/Orphanet_3447	1.0
http://omim.org/entry/616728	http://www.orpha.net/ORDO/Orphanet_477993	1.0
http://omim.org/entry/140450	http://www.orpha.net/ORDO/Orphanet_1342	1.0
http://omim.org/entry/618213	http://www.orpha.net/ORDO/Orphanet_565788	1.0
http://www.omim.org/phenotypicSeries/PS122100	http://www.orpha.net/ORDO/Orphanet_98954	1.0
http://www.omim.org/phenotypicSeries/PS225750	http://www.orpha.net/ORDO/Orphanet_51	1.0
http://omim.org/entry/117650	http://www.orpha.net/ORDO/Orphanet_1393	1.0
http://omim.org/entry/256730	http://www.orpha.net/ORDO/Orphanet_168486	1.0
http://omim.org/entry/213700	http://www.orpha.net/ORDO/Orphanet_909	1.0
http://omim.org/entry/274265	http://www.orpha.net/ORDO/Orphanet_3326	1.0
http://omim.org/entry/253700	http://www.orpha.net/ORDO/Orphanet_353	1.0
http://omim.org/entry/613735	http://www.orpha.net/ORDO/Orphanet_401986	1.0
http://omim.org/entry/228000	http://www.orpha.net/ORDO/Orphanet_333	1.0
http://omim.org/entry/165700	http://www.orpha.net/ORDO/Orphanet_3314	1.0
http://omim.org/entry/121050	http://www.orpha.net/ORDO/Orphanet_115	1.0
http://omim.org/entry/607483	http://www.orpha.net/ORDO/Orphanet_199348	1.0
http://omim.org/entry/616280	http://www.orpha.net/ORDO/Orphanet_397735	1.0
http://omim.org/entry/275630	http://www.orpha.net/ORDO/Orphanet_98907	1.0
http://omim.org/entry/617013	http://www.orpha.net/ORDO/Orphanet_521406	1.0
http://www.omim.org/phenotypicSeries/PS126800	http://www.orpha.net/ORDO/Orphanet_233	1.0
http://omim.org/entry/225755	http://www.orpha.net/ORDO/Orphanet_1261	1.0
http://omim.org/entry/601812	http://www.orpha.net/ORDO/Orphanet_363665	1.0
http://omim.org/entry/255960	http://www.orpha.net/ORDO/Orphanet_615	1.0
http://omim.org/entry/223360	http://www.orpha.net/ORDO/Orphanet_230	1.0
http://omim.org/entry/617301	http://www.orpha.net/ORDO/Orphanet_289863	1.0
http://omim.org/entry/612301	http://www.orpha.net/ORDO/Orphanet_178389	1.0
http://omim.org/entry/614739	http://www.orpha.net/ORDO/Orphanet_352328	1.0
http://omim.org/entry/265000	http://www.orpha.net/ORDO/Orphanet_2990	1.0
http://omim.org/entry/614111	http://www.orpha.net/ORDO/Orphanet_255138	1.0
http://omim.org/entry/274150	http://www.orpha.net/ORDO/Orphanet_93583	1.0
http://www.omim.org/phenotypicSeries/PS106600	http://www.orpha.net/ORDO/Orphanet_99798	1.0
http://omim.org/entry/615179	http://www.orpha.net/ORDO/Orphanet_352745	1.0
http://omim.org/entry/203000	http://www.orpha.net/ORDO/Orphanet_2007	1.0
http://omim.org/entry/612782	http://www.orpha.net/ORDO/Orphanet_317428	1.0
http://omim.org/entry/249600	http://www.orpha.net/ORDO/Orphanet_2557	1.0
http://omim.org/entry/123853	http://www.orpha.net/ORDO/Orphanet_2674	1.0
http://omim.org/entry/226300	http://www.orpha.net/ORDO/Orphanet_566175	1.0
http://omim.org/entry/108500	http://www.orpha.net/ORDO/Orphanet_97	1.0
http://omim.org/entry/206750	http://www.orpha.net/ORDO/Orphanet_1064	1.0
http://omim.org/entry/271960	http://www.orpha.net/ORDO/Orphanet_3191	1.0
http://omim.org/entry/247100	http://www.orpha.net/ORDO/Orphanet_530	1.0
http://omim.org/entry/615541	http://www.orpha.net/ORDO/Orphanet_391307	1.0
http://omim.org/entry/222800	http://www.orpha.net/ORDO/Orphanet_714	1.0
http://omim.org/entry/273730	http://www.orpha.net/ORDO/Orphanet_1861	1.0
http://omim.org/entry/141750	http://www.orpha.net/ORDO/Orphanet_98791	1.0
http://omim.org/entry/600991	http://www.orpha.net/ORDO/Orphanet_2180	1.0
http://omim.org/entry/184260	http://www.orpha.net/ORDO/Orphanet_166272	1.0
http://omim.org/entry/240600	http://www.orpha.net/ORDO/Orphanet_2089	1.0
http://omim.org/entry/263400	http://www.orpha.net/ORDO/Orphanet_238557	1.0
http://omim.org/entry/207900	http://www.orpha.net/ORDO/Orphanet_23	1.0
http://omim.org/entry/185070	http://www.orpha.net/ORDO/Orphanet_3204	1.0
http://omim.org/entry/193530	http://www.orpha.net/ORDO/Orphanet_952	1.0
http://omim.org/entry/123570	http://www.orpha.net/ORDO/Orphanet_91396	1.0
http://omim.org/entry/602611	http://www.orpha.net/ORDO/Orphanet_163649	1.0
http://omim.org/entry/616975	http://www.orpha.net/ORDO/Orphanet_494344	1.0
http://omim.org/entry/301900	http://www.orpha.net/ORDO/Orphanet_127	1.0
http://omim.org/entry/617616	http://www.orpha.net/ORDO/Orphanet_513456	1.0
http://omim.org/entry/308230	http://www.orpha.net/ORDO/Orphanet_101088	1.0
